facility,month,total_energy_use_kbtu,electricity_use_kwh,natural_gas_use_mcf,steam_use_k_lbs,water_use_k_gals,wastewater_use_k_gals,total_energy_cost,electricity_cost,natural_gas_cost,steam_cost,water_cost,wastewater_cost,total_utility_cost,total_emissions_tons_co_2,electricity_tons_co_2,natural_gas_tons_co_2,steam_tons_co_2,heating_degree_days,cooling_degree_days,uses_electricity_for_summer_cooling,uses_natural_gas_for_winter_heating,uses_steam_for_winter_heating,wnu_all_energy,wnu_gas,wnu_electricity,wnu_steam
District 4/Lovedale Hollow Road,2017-01-01,0,0,0,0,5.2612,5.6075,0,0,0,0,157.44,108.51,265.95,0,0,0,0,921,0,,,,0,0,0,0
Deer Lakes Water Pump,2019-03-01,42.1704332,12.359447010551,0,0,0,0,9.79,9.79,0,0,0,0,9.79,0.00528640739424689,0.00528640739424689,0,0,860,0,,,,26.1564563692372,0,7.66601886554432,0
Deer Lakes Water Pump,2019-05-01,44.1478408,12.938992028136,0,0,0,0,10.16,10.16,0,0,0,0,10.16,0.00553429154825838,0.00553429154825838,0,0,101,76,,,,133.647467211039,0,39.1698321251579,0
Deer Lakes Water Pump,2019-07-01,40.9895439,12.0133481535756,0,0,0,0,9.41,9.41,0,0,0,0,9.41,0.00513837329894367,0.00513837329894367,0,0,0,307,,,,69.7425542759863,0,20.4403734689291,0
Vedro Em Russelton,2022-11-01,6331.9408571,1855.78571427315,0,0,0,0,241.32,241.32,0,0,0,0,241.32,0.793760377280342,0.793760377280342,0,0,593,4,,,,5378.73090020951,0,1576.41585586445,0
Warehouse 1,2022-10-01,474086.1951386,14214.5448275791,413.994327030058,0,50.2417,50.2417,4454.3,1379.01,3075.29,0,328.37,518,5300.67,30.9766643816755,6.0798735427418,24.8967908389337,0,421,0,Yes,Yes,,567471.530053426,499.599467674079,17153.8075896683,0
Warehouse Co of Allegheny,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,14,Yes,,,0,0,0,0
Warehouse Co of Allegheny,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,156,Yes,,,0,0,0,0
Warehouse Co of Allegheny,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,Yes,,,0,0,0,0
Warehouse Co of Allegheny,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,Yes,,,0,0,0,0
White Oak Muse Lane,2022-04-01,31.6495159,9.27594252637749,0,0,0.3529,0,16.95,16.95,0,0,22.16,0,39.11,0.00396752468926723,0.00396752468926723,0,0,484,14,,,,33.4092833330217,0,9.7917008596195,0
White Oak Muse Lane,2022-06-01,21.0860626,6.17997145369285,0,0,1.5625,0,14.6,14.6,0,0,24.97,0,39.57,0.00264330975011641,0.00264330975011641,0,0,15,156,,,,64.2931630784151,0,18.8432482644828,0
White Oak Muse Lane,2022-08-01,20.274949,5.94224765533412,0,0,1.5457,0,15.73,15.73,0,0,25.36,0,41.09,0.00254163005163482,0.00254163005163482,0,0,0,217,,,,48.111806106801,0,14.1007638062137,0
White Oak Muse Lane,2022-10-01,47.9683133,14.0587084701055,0,0,1.3478,0,17,17,0,0,24.04,0,41.04,0.00601321890425047,0.00601321890425047,0,0,421,0,,,,57.8871308740505,0,16.9657476184204,0
White Oak Storage Building,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,14,,,,0,0,0,0
White Oak Storage Building,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,156,,,,0,0,0,0
White Oak Storage Building,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,,,,0,0,0,0
White Oak Storage Building,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,,,,0,0,0,0
1370 E Ingomar Rd,2021-11-01,0,0,0,0,0,0,0,0,0,0,0,27.44,27.44,0,0,0,0,712,0,,,,0,0,0,0
1370 E Ingomar Rd,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,28.48,28.48,0,0,0,0,1244,0,,,,0,0,0,0
1370 E Ingomar Rd,2022-04-01,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,484,14,,,,0,0,0,0
1370 E Ingomar Rd,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,27.74,27.74,0,0,0,0,15,156,,,,0,0,0,0
1370 E Ingomar Rd,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,28.35,28.35,0,0,0,0,0,217,,,,0,0,0,0
1370 E Ingomar Rd,2022-10-01,0,0,0,0,0,0,0,0,0,0,0,22.87,22.87,0,0,0,0,421,0,,,,0,0,0,0
Emergency Ctr,2015-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,2,,,,0,0,0,0
Emergency Ctr,2016-01-01,1558.0218808,456.630094021102,0,0,0,0,56.08,56.08,0,0,0,0,56.08,0.195310737074894,0.195310737074894,0,0,1160,0,,,,700.214431485977,0,205.221111220978,0
Emergency Ctr,2016-09-01,120.0082759,35.1724138042204,0,0,0,0,5.08,5.08,0,0,0,0,5.08,0.0150440151771688,0.0150440151771688,0,0,14,154,,,,370.204101102232,0,108.500615797841,0
Emergency Ctr,2016-11-01,649.2656889,190.288888892145,0,0,0,0,16.52,16.52,0,0,0,0,16.52,0.0813907441347262,0.0813907441347262,0,0,547,3,,,,580.904987440612,0,170.253513317881,0
40th St Bridge,2018-04-01,121734.6965517,0,118.418965517218,0,0,0,763.71,0,763.71,0,51.96,5.05,820.72,7.12147974827445,0,7.12147974827445,0,562,11,,Yes,,113470.878828116,110.38023232307,0,0
40th St Bridge,2018-06-01,8701.5225806,0,8.46451612898833,0,0,0,14.05,0,14.05,0,37.86,17.61,69.52,0.5090390709651,0,0.5090390709651,0,16,186,,Yes,,22660.5214946125,22.0433088468993,0,0
40th St Bridge,2018-08-01,1171.9199999,0,1.13999999990272,0,0,0,9.12,0,9.12,0,55.47,5.4,69.99,0.06855731999415,0,0.06855731999415,0,0,247,,Yes,,2431.67055435422,2.36543828244573,0,0
40th St Bridge,2018-10-01,57345.8193548,0,55.7838709677043,0,0,0,291.39,0,291.39,0,52.82,5.14,349.35,3.3547304322558,0,3.3547304322558,0,400,52,,Yes,,63483.57003009,61.7544455545623,0,0
40th St Bridge,2018-12-01,202618.8,0,197.1,0,0,0,1644.64,0,1644.64,0,51.33,5.06,1701.03,11.8531998,0,11.8531998,0,890,0,,Yes,,115206.443681568,112.06852498207,0,0
40th St Bridge,2019-03-01,91004.410599,0,88.5256912441634,0,0,0,1301.6,0,1301.6,0,61.17,5.69,1368.46,5.3237580200415,0,5.3237580200415,0,860,0,,Yes,,56446.0147694402,54.9085746784438,0,0
40th St Bridge,2019-05-01,6579.2,0,6.4,0,0,0,51.58,0,51.58,0,67.24,6.11,124.93,0.3848832,0,0.3848832,0,101,76,,Yes,,19917.0197305519,19.3745328118209,0,0
40th St Bridge,2019-07-01,965.6969697,0,0.939393939396887,0,3.1071,3.1071,8.37,0,8.37,0,80.97,30.42,119.76,0.05649327272745,0,0.05649327272745,0,0,307,,Yes,,1643.10619039256,1.59835232528459,0,0
40th St Bridge,2020-09-01,1953.2,0,1.9,0,4.5673,4.5673,14.46,0,14.46,0,188.51,44.87,247.84,0.1142622,0,0.1142622,0,90,86,,Yes,,5699.00935828877,5.54378342245989,0,0
40th St Bridge,2020-11-01,93614.3225807,0,91.0645161290856,0,4.023,4.023,630.48,0,630.48,0,97.1,40.18,767.76,5.47643787097095,0,5.47643787097095,0,536,0,,Yes,,88422.1209471596,86.0137363299218,0,0
40th St Bridge,2021-01-01,208808.8285714,0,203.121428571401,0,4.4688,4.4688,1388.51,0,1388.51,0,109.3,46.49,1544.3,12.2153164714269,0,12.2153164714269,0,1052,0,,Yes,,101821.320279952,99.0479769260231,0,0
40th St Bridge,2021-04-01,68259.2,0,66.4,0,2.9968,2.9968,466.56,0,466.56,0,67.08,51.04,584.68,3.9931632,0,3.9931632,0,416,15,,Yes,,83653.1541531323,81.3746635730859,0,0
Warehouse 3,2022-04-01,155706.599151,2972.39131034584,141.600000000097,0,6.6374,6.6374,1328.74,312.68,1016.06,0,73.65,142.76,1545.15,9.7868979560496,1.27135715604374,8.51554080000585,0,484,14,Yes,Yes,,163899.970885416,149.470011207128,3137.6613714321,0
Warehouse 3,2022-06-01,14194.8429571,2976.85854167644,3.92782258064202,0,6.4078,6.4078,428.39,310.1,118.29,0,72.13,137.83,638.35,1.50947928351758,1.27326788916293,0.23621139435465,0,15,156,Yes,Yes,,26174.7958494587,11.8586259959631,9076.6899118177,0
1 Wave Pool Complex Sewage,2022-02-01,0,0,0,0,0,13332.6252,0,0,0,0,0,12009.08,12009.08,0,0,0,0,895,0,,,,0,0,0,0
1 Wave Pool Complex Sewage,2022-09-01,0,0,0,0,0,28194.2714,0,0,0,0,0,25388.02,25388.02,0,0,0,0,95,78,,,,0,0,0,0
1 Wave Pool Complex Sewage,2022-11-01,0,0,0,0,0,22167.2524,0,0,0,0,0,20349.39,20349.39,0,0,0,0,593,4,,,,0,0,0,0
40th St Bridge,2021-10-01,24222.25,0,23.5625,0,2.4931,2.4931,164.56,0,164.56,0,76.48,29.5,270.54,1.417001625,0,1.417001625,0,194,34,,Yes,,54119.7044482348,52.64562689517,0,0
40th St Bridge,2021-12-01,136527.7454545,0,132.809090909047,0,2.6242,2.6242,598.28,0,598.28,0,76.21,30.51,705,7.98687310908825,0,7.98687310908825,0,726,0,,Yes,,95620.1739423191,93.0157334069254,0,0
Hartwood Acres Concert Area,2022-03-01,0,0,0,0,0.2581,0,0,0,0,0,55.17,0,55.17,0,0,0,0,667,0,,,,0,0,0,0
District 4/Lovedale Hollow Road,2017-04-01,0,0,0,0,7.1448,8.704,0,0,0,0,167.92,120.74,288.66,0,0,0,0,244,23,,,,0,0,0,0
Light: Boyce Park Rec. Com.,2015-01-01,15315.5909342,4488.74294671747,0,0,0,0,468.56,468.56,0,0,0,0,468.56,2.2197327633242,2.2197327633242,0,0,1205,0,,,,,,,
Light: Boyce Park Rec. Com.,2015-04-01,15948.0108559,4674.09462365182,0,0,0,0,461.34,461.34,0,0,0,0,461.34,2.31139120643668,2.31139120643668,0,0,353,1,,,,,,,
Walters Rd Locker Room,2022-03-01,35568.8,0,34.6,0,0,0,231.9,0,231.9,0,0,0,231.9,2.0807748,0,2.0807748,0,667,0,,Yes,,27945.5855514103,27.1844217426171,0,0
Walters Rd Locker Room,2022-05-01,9659.9875,0,9.396875,0,0,0,67.83,0,67.83,0,0,0,67.83,0.56510926875,0,0.56510926875,0,113,58,,Yes,,29679.0405427632,28.8706620065789,0,0
Walters Rd Locker Room,2022-07-01,3146.3030303,0,3.06060606060311,0,0,0,27.68,0,27.68,0,0,0,27.68,0.18405872727255,0,0.18405872727255,0,0,284,,Yes,,5733.14020486003,5.57698463507785,0,0
White Oak Park McClintock/Playgrnd,2022-05-01,0,0,0,0,28.0065,14.375,0,0,0,0,761.56,-4.43,757.13,0,0,0,0,113,58,,,,0,0,0,0
White Oak Park McClintock/Playgrnd,2022-07-01,0,0,0,0,55.4687,37.1354,0,0,0,0,954.14,141.37,1095.51,0,0,0,0,0,284,,,,0,0,0,0
640 Campbells Run Rd,2015-03-01,18337.8802805,5374.52528736811,0,0,0,0,566.98,566.98,0,0,0,0,566.98,2.65776187438169,2.65776187438169,0,0,885,0,Yes,Yes,,25745.5550830749,0,7545.59058706766,0
640 Campbells Run Rd,2016-02-01,301902.74135,7115.61880128957,270.0625,0,0,0,1631.84,750.38,881.46,0,0,0,1631.84,19.2845253299252,3.04350670492518,16.241018625,0,891,0,Yes,Yes,,193292.819636674,172.907148407148,4555.76526205331,0
640 Campbells Run Rd,2016-03-01,167156.1716638,5510.82112069168,144.3125,0,0,0,1122.8,633.26,489.54,0,0,0,1122.8,11.0357645563845,2.35709943138449,8.678665125,0,512,1,Yes,Yes,,193339.782513393,166.917841478697,6374.04498044915,0
640 Campbells Run Rd,2016-05-01,25088.8710416,2824.65402297773,15.0303030303502,0,0,0,440.73,381.18,59.55,0,0,0,440.73,2.11205903165528,1.20816666801608,0.9038923636392,0,175,65,Yes,Yes,,60245.9583006754,36.0922979799113,6782.84759007231,0
640 Campbells Run Rd,2016-07-01,15563.9155801,3977.77420284291,1.9375,0,0,0,479.65,467.13,12.52,0,0,0,479.65,1.81789891258837,1.70138153758837,0.116517375,0,0,330,Yes,Yes,,25389.6198604662,3.16066919191919,6488.99529049626,0
640 Campbells Run Rd,2017-02-01,264367.1249655,7281.10344827081,233,0,0,0,1594.23,815.37,778.86,0,0,0,1594.23,17.1264421291013,3.11428812910129,14.012154,0,665,1,Yes,Yes,,210429.880310377,185.462402402402,5795.5834234194,0
640 Campbells Run Rd,2017-09-01,19138.6782471,4470.37007576202,3.7799373040856,0,0,0,365.2,349.31,15.89,0,0,0,365.2,2.13939349913818,1.91207562954508,0.2273178695931,0,67,119,Yes,Yes,,50859.6226200236,10.0449039547584,11879.6780054314,0
640 Campbells Run Rd,2017-11-01,195197.5479168,7014.2871971864,166.6,0,0,0,1296.14,715.01,581.13,0,0,0,1296.14,13.019155748555,3.00016494855496,10.0189908,0,673,0,Yes,Yes,,138912.545681198,118.561069836553,4991.72505545771,0
640 Campbells Run Rd,2018-01-01,448596.7058157,8957.65807300703,406.647058823541,0,0,0,2193.17,837.52,1355.65,0,0,0,2193.17,28.2863282498328,3.83138742630271,24.4549408235301,0,1194,0,Yes,Yes,,187865.003289327,170.297173503689,3751.32149107109,0
640 Campbells Run Rd,2018-04-01,134370.0532686,5280.24133675264,113.184698275875,0,0,0,954.92,553.35,401.57,0,0,0,954.92,9.06517676995311,2.25847538503851,6.8067013849146,0,562,11,Yes,Yes,,125248.499108826,105.501287201256,4921.79831944142,0
640 Campbells Run Rd,2018-06-01,18437.6711893,4814.79982291911,1.95483870963035,0,0,0,531.54,521.76,9.78,0,0,0,531.54,2.17695590017836,2.05939580985861,0.11756009031975,0,16,186,Yes,Yes,,48015.4180404277,5.09079464975941,12538.7107680173,0
640 Campbells Run Rd,2018-08-01,19246.1047268,5179.73761043376,1.53,0,0,0,574.38,566.12,8.26,0,0,0,574.38,2.30749887020995,2.21548773020995,0.09201114,0,0,247,Yes,Yes,,39934.6253619451,3.1746671688165,10747.675120868,0
640 Campbells Run Rd,2019-09-01,16283.3503226,4480.80645161196,0.967741935505837,0,0,0,533.1,527.73,5.37,0,0,0,533.1,1.97473756161382,1.91653949709637,0.05819806451745,0,6,132,Yes,Yes,,60529.4778360935,3.5973502304964,16656.3311251885,0
640 Campbells Run Rd,2019-11-01,183167.9359354,5382.9677419109,160.3125,0,0,0,1202.5,603.01,599.49,0,0,0,1202.5,11.9432868535056,2.30241372850562,9.640873125,0,799,0,Yes,Yes,,115401.886528546,101.002202375815,3391.44855985008,0
640 Campbells Run Rd,2020-01-01,291792.1119481,7123.83116884525,260.2,0,0,0,1612.56,726.94,885.62,0,0,0,1612.56,18.6949269152008,3.04701931520083,15.6479076,0,904,0,Yes,Yes,,166182.708889911,148.190232300885,4057.19521823006,0
640 Campbells Run Rd,2020-09-01,21467.5911429,4755.21428572685,5.1,0,0,0,548.14,524.25,23.89,0,0,0,548.14,2.34061356471966,2.03390976471966,0.3067038,0,90,86,Yes,Yes,,62637.7241569241,14.8806818181818,13874.6726986616,0
640 Campbells Run Rd,2020-11-01,153110.8841933,5803.77992277257,129.677419354864,0,0,0,1130.59,630.07,500.52,0,0,0,1130.59,10.2809450012909,2.48240435612813,7.7985406451628,0,536,0,Yes,Yes,,144618.779982046,122.485023041499,5481.8805086124,0
640 Campbells Run Rd,2021-01-01,339560.7442667,8846.46666667644,300.95,0,0,0,1986.9,850.78,1136.12,0,0,0,1986.9,21.8823595156042,3.78382841560418,18.0985311,0,1052,0,Yes,Yes,,165579.796280769,146.752062869666,4313.79708404223,0
640 Campbells Run Rd,2021-04-01,119328.7748203,4784.0488922333,100.2,0,0,0,936.6,539.2,397.4,0,0,0,936.6,8.07207056028381,2.04624296028381,6.0258276,0,416,15,Yes,Yes,,146240.043758892,122.797308584687,5862.9573663054,0
Light: Boyce Park Rec. Com.,2015-06-01,15044.3237426,4409.23908048066,0,0,0,0,484.38,484.38,0,0,0,0,484.38,2.18041722692757,2.18041722692757,0,0,24,190,,,,,,,
Light: Boyce Park Rec. Com.,2015-08-01,17295.3654957,5068.98168103752,0,0,0,0,534.6,534.6,0,0,0,0,534.6,2.50666720007154,2.50666720007154,0,0,5,207,,,,,,,
Light: Boyce Park Rec. Com.,2015-10-01,14089.3422,4129.35,0,0,0,0,2014.57,2014.57,0,0,0,0,2014.57,2.04200899785,2.04200899785,0,0,329,0,,,,,,,
Light: Boyce Park Rec. Com.,2015-12-01,15299.7492,4484.1,0,0,0,0,849.25,849.25,0,0,0,0,849.25,2.2174367751,2.2174367751,0,0,618,0,,,,,,,
Light: Boyce Park Rec. Com.,2016-04-01,14221.6755905,4168.13469827081,0,0,0,0,427.05,427.05,0,0,0,0,427.05,1.78280290941379,1.78280290941379,0,0,400,1,,,,,,,
Light: Boyce Park Rec. Com.,2016-06-01,13902.7982083,4074.67708332356,0,0,0,0,428.35,428.35,0,0,0,0,428.35,1.74282903143332,1.74282903143332,0,0,13,216,,,,,,,
Light: Boyce Park Rec. Com.,2016-08-01,17521.7965517,5135.34482757913,0,0,0,0,531.17,531.17,0,0,0,0,531.17,2.1964999603418,2.1964999603418,0,0,0,345,,,,,,,
Light: Boyce Park Rec. Com.,2017-09-01,13291.4162185,3895.49127154162,0,0,0,0,429.55,429.55,0,0,0,0,429.55,1.66618731764632,1.66618731764632,0,0,67,119,,,,,,,
Light: Boyce Park Rec. Com.,2017-11-01,17388.1402759,5096.17241380422,0,0,0,0,508.63,508.63,0,0,0,0,508.63,2.17974505717717,2.17974505717717,0,0,673,0,,,,,,,
Light: Boyce Park Rec. Com.,2018-01-01,16328.4432537,4785.59298174091,0,0,0,0,491.69,491.69,0,0,0,0,491.69,2.04690340133619,2.04690340133619,0,0,1194,0,,,,,,,
Light: Boyce Park Rec. Com.,2018-04-01,14070.9539672,4123.96071723329,0,0,0,0,443.93,443.93,0,0,0,0,443.93,1.76390872589646,1.76390872589646,0,0,562,11,,,,,,,
Light: Boyce Park Rec. Com.,2018-06-01,21432.308253,6281.45025,0,0,0,0,623.21,623.21,0,0,0,0,623.21,2.6867144638305,2.6867144638305,0,0,16,186,,,,,,,
Light: Boyce Park Rec. Com.,2018-08-01,14362.067467,4209.28120369285,0,0,0,0,479.85,479.85,0,0,0,0,479.85,1.80040217500591,1.80040217500591,0,0,0,247,,,,,,,
Light: Boyce Park Rec. Com.,2018-10-01,13594.6410262,3984.36137930832,0,0,0,0,432.5,432.5,0,0,0,0,432.5,1.70419901788051,1.70419901788051,0,0,400,52,,,,,,,
Light: Boyce Park Rec. Com.,2018-12-01,15170.4277961,4446.19806450762,0,0,0,0,377.51,377.51,0,0,0,0,377.51,1.90173672854733,1.90173672854733,0,0,890,0,,,,,,,
Light: Boyce Park Rec. Com.,2019-03-01,16640.4930917,4877.04955794256,0,0,0,0,516.84,516.84,0,0,0,0,516.84,2.08602139102231,2.08602139102231,0,0,860,0,,,,,,,
Light: Boyce Park Rec. Com.,2019-05-01,12615.327492,3697.341,0,0,0,0,402.42,402.42,0,0,0,0,402.42,1.581434087202,1.581434087202,0,0,101,76,,,,,,,
Light: Boyce Park Rec. Com.,2019-07-01,16404.595744,4807.912,0,0,0,0,525.87,525.87,0,0,0,0,525.87,2.056449736464,2.056449736464,0,0,0,307,,,,,,,
Light: Boyce Park Rec. Com.,2020-02-01,15462.9565333,4531.93333332356,0,0,0,0,455.27,455.27,0,0,0,0,455.27,1.93840758919582,1.93840758919582,0,0,892,0,,,,,,,
Light: Boyce Park Rec. Com.,2020-03-01,14971.1736,4387.8,0,0,0,0,451.1,451.1,0,0,0,0,451.1,1.8767585916,1.8767585916,0,0,583,1,,,,,,,
Light: Boyce Park Rec. Com.,2020-05-01,14210.34025,4164.8125,0,0,0,0,449,449,0,0,0,0,449,1.781381932125,1.781381932125,0,0,258,61,,,,,,,
Light: Boyce Park Rec. Com.,2020-07-01,16237.6105143,4758.97142857562,0,0,0,0,500.14,500.14,0,0,0,0,500.14,2.03551677737322,2.03551677737322,0,0,0,384,,,,,,,
District 4/Lovedale Hollow Road,2017-06-01,0,0,0,0,6.9378,7.504,0,0,0,0,177.35,27.74,205.09,0,0,0,0,25,171,,,,0,0,0,0
District 4/Lovedale Hollow Road,2017-08-01,0,0,0,0,5.4909,5.5075,0,0,0,0,170.86,96.81,267.67,0,0,0,0,4,175,,,,0,0,0,0
District 4/Lovedale Hollow Road,2017-10-01,0,0,0,0,2.8588,2.8075,0,0,0,0,143.15,86.31,229.46,0,0,0,0,243,38,,,,0,0,0,0
District 4/Lovedale Hollow Road,2017-12-01,0,0,0,0,5.0185,2.7075,0,0,0,0,218.23,95.41,313.64,0,0,0,0,1044,0,,,,0,0,0,0
"840 County Ln, Well charge 103",2015-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,,,,0,0,0,0
"840 County Ln, Well charge 103",2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,131,,,,0,0,0,0
"840 County Ln, Well charge 103",2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,,,,0,0,0,0
"840 County Ln, Well charge 103",2016-02-01,0,0,0,0,0,0,0,0,0,0,73.8,0,73.8,0,0,0,0,891,0,,,,0,0,0,0
"840 County Ln, Well charge 103",2016-03-01,0,0,0,0,0,0,0,0,0,0,78.89,0,78.89,0,0,0,0,512,1,,,,0,0,0,0
Boyce Park Ski Slopes,2021-10-01,29143.8,0,28.35,0,0,0,224.77,0,224.77,0,0,0,224.77,1.7049123,0,1.7049123,0,194,34,,Yes,,63677.8711681056,61.9434544436825,0,0
Shuman Detention Center,2021-08-01,681437.3380515,171639.555407825,93.19375,0,248.4698,248.1031,16401.14,15608.27,792.87,0,5235.63,2597.5,24234.27,79.0184996556459,73.4140139181459,5.6044857375,0,0,291,Yes,Yes,,1210278.24231775,165.518326699726,304843.318426269,0
N Park Rental 221 Brown Rd,2021-09-01,0,0,0,0,7.669,0,0,0,0,0,68.95,0,68.95,0,0,0,0,47,95,,,,0,0,0,0
Light: Suttersville Bridge,2022-02-01,1053.5914048,308.789977960141,0,0,0,0,35.46,35.46,0,0,0,0,35.46,0.132076266953067,0.132076266953067,0,0,895,0,,,,,,,
Light: Suttersville Bridge,2022-09-01,474.7524067,139.141971483001,0,0,0,0,15.39,15.39,0,0,0,0,15.39,0.0595140823266522,0.0595140823266522,0,0,95,78,,,,,,,
Light: Suttersville Bridge,2022-11-01,1167.3157931,342.120689654162,0,0,0,0,36.81,36.81,0,0,0,0,36.81,0.146332545620257,0.146332545620257,0,0,593,4,,,,,,,
District 4/Lovedale Hollow Road,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1205,0,,,,,,,
District 4/Lovedale Hollow Road,2015-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,1,,,,0,0,0,0
District 4/Lovedale Hollow Road,2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,190,,,,0,0,0,0
District 4/Lovedale Hollow Road,2015-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,207,,,,0,0,0,0
District 4/Lovedale Hollow Road,2015-10-01,0,0,0,0,0,0.1075,0,0,0,0,0,2.31,2.31,0,0,0,0,329,0,,,,0,0,0,0
District 4/Lovedale Hollow Road,2015-12-01,0,0,0,0,3.7967,3.8075,0,0,0,0,152.97,86.31,239.28,0,0,0,0,618,0,,,,0,0,0,0
District 4/Lovedale Hollow Road,2016-04-01,0,0,0,0,5.3567,0.104,0,0,0,0,157.91,99.74,257.65,0,0,0,0,400,1,,,,0,0,0,0
District 4/Lovedale Hollow Road,2016-06-01,0,0,0,0,4.3675,4.304,0,0,0,0,146.43,87.74,234.17,0,0,0,0,13,216,,,,0,0,0,0
District 4/Lovedale Hollow Road,2016-08-01,0,0,0,0,3.7844,3.7075,0,0,0,0,147.04,86.31,233.35,0,0,0,0,0,345,,,,0,0,0,0
Kane/Scott Center,2021-11-01,1576998.6119806,153209.990322567,1025.53125,0,323.8719,2413.796,20917.15,14071.02,6846.13,0,4368.16,4119.38,29404.69,127.204681793249,65.5312834807492,61.6733983125,0,712,0,Yes,Yes,,1140256.54185104,728.800991603008,114609.942111122,0
N Park Fire Hall,2021-09-01,0,0,0,0,0,0,0,0,0,0,0,30.18,30.18,0,0,0,0,47,95,,,,0,0,0,0
N Park Golf Course,2022-01-01,15500.0246151,4542.79736667644,0,0,0,0,729.54,729.54,0,0,0,157.84,887.38,1.94305437526958,1.94305437526958,0,0,1244,0,,,,6367.71318233835,0,1866.26998310034,0
Poll Moni: Wash Blvd,2022-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,,,,0,0,0,0
"840 County Ln, Well charge 103",2021-06-01,0,0,0,0,0,0,0,0,0,0,0,27.74,27.74,0,0,0,0,22,212,,,,0,0,0,0
640 Campbells Run Rd,2015-04-01,11972.4746505,3508.9316091735,0,0,0,0,415.09,415.09,0,0,0,0,415.09,1.735205278984,1.735205278984,0,0,353,1,Yes,Yes,,37991.7510095904,0,11134.745313479,0
640 Campbells Run Rd,2015-06-01,11080.3302844,3247.45905169988,0,0,0,0,379.97,379.97,0,0,0,0,379.97,1.60590422311516,1.60590422311516,0,0,24,190,Yes,Yes,,40841.8903193211,0,11970.0733643966,0
640 Campbells Run Rd,2015-08-01,14195.072299,3469.03893215123,2.29446640321012,0,0,0,423.67,411.44,12.23,0,0,0,423.67,1.85346253193329,1.71547791137704,0.13798462055625,0,5,207,Yes,Yes,,42279.1236937871,6.83392284514065,10332.312722445,0
640 Campbells Run Rd,2015-10-01,39715.0666667,0,38.6333333333658,0,0,0,140.3,0,140.3,0,0,0,140.3,2.32333140000195,0,2.32333140000195,0,329,0,Yes,Yes,,64729.7911967221,62.9667229540099,0,0
640 Campbells Run Rd,2015-12-01,210743.939199,20319.3696362837,137.5625,0,0,0,1540.29,1077.68,462.61,0,0,0,1540.29,18.3208854232083,10.0481517982083,8.272733625,0,618,0,Yes,Yes,,174782.925743448,114.089051927037,16852.1044438611,0
640 Campbells Run Rd,2016-04-01,16553.0828545,4705.35129311254,0.484848484824903,0,0,0,544.54,542.62,1.92,0,0,0,544.54,2.04174008397308,2.01258226579268,0.0291578181804,0,400,1,Yes,Yes,,24272.350918818,0.710949897947738,6899.61735748173,0
640 Campbells Run Rd,2016-06-01,10468.4729424,2319.475,2.4848484848249,0,0,0,334.08,320.23,13.85,0,0,0,334.08,1.1415243041304,0.99209048595,0.1494338181804,0,13,216,Yes,Yes,,25441.1051908673,6.03882648726647,5636.92601464166,0
640 Campbells Run Rd,2016-08-01,15787.7740339,3986.28413050996,2.12701612898833,0,0,0,488.2,474.79,13.41,0,0,0,488.2,1.83293591683508,1.70502142086998,0.1279144959651,0,0,345,Yes,Yes,,24133.2564179524,3.25136561593639,6093.45034137449,0
640 Campbells Run Rd,2016-10-01,31885.2098,2716.65,22,0,0,0,457.23,370.63,86.6,0,0,0,457.23,2.4850069713,1.1619709713,1.323036,0,271,22,Yes,Yes,,54582.6287702584,37.6606533398342,4650.49154071185,0
640 Campbells Run Rd,2016-12-01,275838.9792606,4993.67575756155,251.751515151556,0,0,0,1242.93,422.43,820.5,0,0,0,1242.93,17.27573760056,2.13590498237574,15.1398326181843,0,956,0,Yes,Yes,,142711.67127836,130.249464997458,2583.59357003912,0
